Day,	Outlook,	Temperature,	Humidity,	Wind
D6314,	Overcast,	Hot,	High,	Weak
D6315,	Rain,	Hot,	High,	Strong
D6316,	Rain,	Hot,	Normal,	Strong
D6317,	Rain,	Mild,	Normal,	Strong
D6318,	Rain,	Mild,	High,	Strong
D6319,	Overcast,	Hot,	High,	Weak
D6320,	Sunny,	Cool,	Normal,	Strong
D6321,	Rain,	Hot,	High,	Strong
D6322,	Rain,	Mild,	High,	Strong
D6323,	Overcast,	Hot,	Normal,	Weak
D6324,	Overcast,	Mild,	Normal,	Strong
D6325,	Overcast,	Hot,	Normal,	Weak
D6326,	Sunny,	Cool,	Normal,	Strong
D6327,	Overcast,	Cool,	Normal,	Strong
D6328,	Sunny,	Cool,	Normal,	Weak
D6329,	Overcast,	Cool,	Normal,	Strong
D6330,	Sunny,	Mild,	Normal,	Strong
D6331,	Sunny,	Mild,	Normal,	Strong
D6332,	Sunny,	Mild,	High,	Strong
D6333,	Sunny,	Hot,	Normal,	Weak
D6334,	Sunny,	Cool,	High,	Weak
D6335,	Overcast,	Mild,	Normal,	Strong
D6336,	Sunny,	Cool,	Normal,	Strong
D6337,	Sunny,	Hot,	High,	Strong
D6338,	Sunny,	Hot,	Normal,	Weak
D6339,	Rain,	Hot,	Normal,	Strong
D6340,	Sunny,	Cool,	High,	Strong
D6341,	Sunny,	Cool,	Normal,	Strong
D6342,	Overcast,	Cool,	Normal,	Strong
D6343,	Rain,	Hot,	Normal,	Strong
D6344,	Sunny,	Cool,	High,	Weak
D6345,	Overcast,	Cool,	High,	Strong
D6346,	Overcast,	Mild,	High,	Weak
D6347,	Overcast,	Cool,	High,	Strong
D6348,	Overcast,	Cool,	High,	Strong
D6349,	Rain,	Cool,	High,	Weak
D6350,	Sunny,	Mild,	High,	Strong
D6351,	Sunny,	Mild,	High,	Strong
D6352,	Sunny,	Mild,	Normal,	Weak
D6353,	Rain,	Hot,	High,	Strong
D6354,	Sunny,	Mild,	Normal,	Strong
D6355,	Overcast,	Mild,	High,	Strong
D6356,	Rain,	Mild,	Normal,	Weak
D6357,	Overcast,	Cool,	High,	Strong
D6358,	Sunny,	Hot,	High,	Weak
D6359,	Sunny,	Hot,	Normal,	Strong
D6360,	Overcast,	Cool,	Normal,	Strong
D6361,	Sunny,	Cool,	Normal,	Weak
D6362,	Sunny,	Hot,	High,	Strong
D6363,	Overcast,	Cool,	Normal,	Weak
D6364,	Sunny,	Mild,	Normal,	Strong
D6365,	Sunny,	Hot,	High,	Weak
D6366,	Overcast,	Cool,	High,	Weak
D6367,	Overcast,	Mild,	High,	Strong
D6368,	Overcast,	Hot,	Normal,	Weak
D6369,	Rain,	Cool,	High,	Weak
D6370,	Sunny,	Hot,	High,	Strong
D6371,	Overcast,	Hot,	High,	Weak
D6372,	Rain,	Cool,	High,	Weak
D6373,	Overcast,	Mild,	Normal,	Strong
D6374,	Rain,	Mild,	High,	Weak
D6375,	Rain,	Cool,	High,	Strong
D6376,	Overcast,	Mild,	High,	Weak
D6377,	Rain,	Mild,	High,	Weak
D6378,	Sunny,	Hot,	Normal,	Weak
D6379,	Overcast,	Hot,	Normal,	Weak
D6380,	Overcast,	Hot,	High,	Strong
D6381,	Sunny,	Hot,	Normal,	Strong
D6382,	Rain,	Hot,	High,	Weak
D6383,	Overcast,	Mild,	Normal,	Weak
D6384,	Overcast,	Mild,	Normal,	Weak
D6385,	Rain,	Cool,	Normal,	Weak
D6386,	Overcast,	Hot,	High,	Strong
D6387,	Rain,	Mild,	High,	Weak
D6388,	Sunny,	Mild,	Normal,	Weak
D6389,	Sunny,	Cool,	Normal,	Weak
D6390,	Sunny,	Cool,	High,	Weak
D6391,	Sunny,	Cool,	Normal,	Strong
D6392,	Sunny,	Hot,	Normal,	Strong
D6393,	Overcast,	Cool,	High,	Weak
D6394,	Sunny,	Hot,	High,	Weak
D6395,	Rain,	Hot,	High,	Strong
D6396,	Sunny,	Hot,	High,	Strong
D6397,	Sunny,	Cool,	Normal,	Weak
D6398,	Sunny,	Mild,	High,	Weak
D6399,	Overcast,	Cool,	High,	Strong
D6400,	Rain,	Mild,	Normal,	Strong
D6401,	Overcast,	Mild,	High,	Strong
D6402,	Overcast,	Mild,	High,	Weak
D6403,	Rain,	Cool,	Normal,	Weak
D6404,	Sunny,	Cool,	Normal,	Strong
D6405,	Overcast,	Cool,	Normal,	Strong
D6406,	Overcast,	Cool,	Normal,	Weak
D6407,	Sunny,	Mild,	High,	Strong
D6408,	Rain,	Hot,	Normal,	Strong
D6409,	Overcast,	Cool,	Normal,	Strong
D6410,	Sunny,	Mild,	High,	Strong
D6411,	Overcast,	Mild,	Normal,	Strong
D6412,	Overcast,	Hot,	High,	Weak
D6413,	Rain,	Hot,	Normal,	Strong
D6414,	Rain,	Mild,	High,	Strong
D6415,	Rain,	Cool,	Normal,	Strong
D6416,	Sunny,	Cool,	High,	Weak
D6417,	Rain,	Cool,	Normal,	Strong
D6418,	Sunny,	Mild,	High,	Strong
D6419,	Overcast,	Mild,	Normal,	Strong
D6420,	Rain,	Mild,	Normal,	Strong
D6421,	Overcast,	Cool,	Normal,	Strong
D6422,	Sunny,	Hot,	Normal,	Strong
D6423,	Rain,	Hot,	High,	Weak
D6424,	Overcast,	Mild,	Normal,	Strong
D6425,	Sunny,	Cool,	High,	Weak
D6426,	Overcast,	Mild,	High,	Strong
D6427,	Overcast,	Mild,	Normal,	Strong
D6428,	Rain,	Cool,	High,	Weak
D6429,	Overcast,	Hot,	Normal,	Weak
D6430,	Sunny,	Hot,	Normal,	Weak
D6431,	Sunny,	Cool,	Normal,	Strong
D6432,	Overcast,	Hot,	Normal,	Strong
D6433,	Rain,	Mild,	High,	Weak
D6434,	Overcast,	Cool,	Normal,	Strong
D6435,	Rain,	Cool,	Normal,	Strong
D6436,	Rain,	Mild,	Normal,	Strong
D6437,	Overcast,	Mild,	High,	Weak
D6438,	Rain,	Hot,	High,	Strong
D6439,	Sunny,	Mild,	Normal,	Strong
D6440,	Overcast,	Cool,	Normal,	Strong
D6441,	Sunny,	Cool,	High,	Strong
D6442,	Overcast,	Mild,	High,	Strong
D6443,	Overcast,	Cool,	Normal,	Strong
D6444,	Rain,	Cool,	High,	Strong
D6445,	Sunny,	Mild,	Normal,	Weak
D6446,	Rain,	Mild,	Normal,	Weak
D6447,	Rain,	Hot,	High,	Strong
D6448,	Rain,	Mild,	Normal,	Strong
D6449,	Overcast,	Hot,	Normal,	Strong
D6450,	Sunny,	Hot,	Normal,	Strong
D6451,	Sunny,	Mild,	Normal,	Strong
D6452,	Overcast,	Mild,	High,	Weak
D6453,	Rain,	Hot,	Normal,	Weak
D6454,	Overcast,	Cool,	High,	Weak
D6455,	Sunny,	Hot,	High,	Weak
D6456,	Overcast,	Cool,	Normal,	Strong
D6457,	Overcast,	Mild,	Normal,	Weak
D6458,	Rain,	Hot,	High,	Weak
D6459,	Sunny,	Hot,	High,	Weak
D6460,	Rain,	Mild,	High,	Weak
D6461,	Sunny,	Mild,	High,	Strong
D6462,	Rain,	Hot,	High,	Strong
D6463,	Rain,	Cool,	High,	Strong
D6464,	Sunny,	Hot,	High,	Strong
D6465,	Overcast,	Cool,	High,	Strong
D6466,	Sunny,	Hot,	High,	Weak
D6467,	Rain,	Mild,	High,	Strong
D6468,	Rain,	Mild,	Normal,	Weak
D6469,	Rain,	Mild,	High,	Strong
D6470,	Rain,	Mild,	High,	Weak
D6471,	Sunny,	Mild,	High,	Strong
D6472,	Rain,	Cool,	High,	Strong
D6473,	Rain,	Mild,	High,	Strong
D6474,	Sunny,	Mild,	High,	Strong
D6475,	Overcast,	Hot,	High,	Weak
D6476,	Sunny,	Mild,	Normal,	Weak
D6477,	Overcast,	Hot,	Normal,	Weak
D6478,	Overcast,	Hot,	High,	Strong
D6479,	Rain,	Hot,	High,	Weak
D6480,	Overcast,	Mild,	Normal,	Weak
D6481,	Sunny,	Hot,	High,	Weak
D6482,	Sunny,	Cool,	Normal,	Weak
D6483,	Sunny,	Mild,	Normal,	Strong
D6484,	Overcast,	Mild,	High,	Strong
D6485,	Sunny,	Mild,	High,	Weak
D6486,	Sunny,	Hot,	High,	Strong
D6487,	Sunny,	Hot,	Normal,	Weak
D6488,	Sunny,	Mild,	Normal,	Weak
D6489,	Overcast,	Hot,	Normal,	Weak
D6490,	Sunny,	Hot,	Normal,	Weak
D6491,	Overcast,	Mild,	High,	Strong
D6492,	Overcast,	Mild,	Normal,	Strong
D6493,	Overcast,	Hot,	High,	Weak
D6494,	Sunny,	Mild,	Normal,	Strong
D6495,	Sunny,	Mild,	Normal,	Strong
D6496,	Sunny,	Cool,	Normal,	Weak
D6497,	Sunny,	Cool,	High,	Weak
D6498,	Sunny,	Mild,	Normal,	Weak
D6499,	Overcast,	Hot,	High,	Strong
D6500,	Sunny,	Cool,	High,	Weak
D6501,	Rain,	Mild,	Normal,	Strong
D6502,	Overcast,	Hot,	Normal,	Weak
D6503,	Overcast,	Hot,	High,	Strong
D6504,	Overcast,	Mild,	Normal,	Strong
D6505,	Rain,	Cool,	High,	Weak
D6506,	Overcast,	Hot,	Normal,	Strong
D6507,	Overcast,	Hot,	High,	Weak
D6508,	Sunny,	Cool,	High,	Weak
D6509,	Sunny,	Mild,	Normal,	Strong
D6510,	Overcast,	Hot,	High,	Strong
D6511,	Sunny,	Mild,	High,	Weak
D6512,	Sunny,	Cool,	High,	Strong
D6513,	Sunny,	Hot,	High,	Weak
D6514,	Overcast,	Cool,	High,	Weak
D6515,	Rain,	Hot,	Normal,	Weak
D6516,	Overcast,	Hot,	High,	Strong
D6517,	Overcast,	Hot,	Normal,	Strong
D6518,	Rain,	Mild,	Normal,	Strong
D6519,	Overcast,	Cool,	Normal,	Weak
D6520,	Overcast,	Mild,	Normal,	Weak
D6521,	Overcast,	Hot,	Normal,	Weak
D6522,	Overcast,	Hot,	Normal,	Weak
D6523,	Overcast,	Hot,	Normal,	Weak
D6524,	Rain,	Mild,	High,	Weak
D6525,	Rain,	Hot,	Normal,	Weak
D6526,	Sunny,	Cool,	Normal,	Weak
D6527,	Sunny,	Mild,	High,	Strong
D6528,	Overcast,	Hot,	Normal,	Strong
D6529,	Sunny,	Mild,	Normal,	Strong
D6530,	Overcast,	Hot,	Normal,	Strong
D6531,	Sunny,	Hot,	High,	Weak
D6532,	Overcast,	Mild,	Normal,	Strong
D6533,	Sunny,	Mild,	High,	Weak
D6534,	Overcast,	Cool,	High,	Strong
D6535,	Overcast,	Hot,	Normal,	Weak
D6536,	Rain,	Cool,	Normal,	Weak
D6537,	Rain,	Hot,	High,	Weak
D6538,	Rain,	Cool,	Normal,	Weak
D6539,	Overcast,	Mild,	Normal,	Weak
D6540,	Overcast,	Hot,	Normal,	Strong
D6541,	Sunny,	Cool,	High,	Weak
D6542,	Rain,	Hot,	High,	Weak
D6543,	Overcast,	Mild,	Normal,	Weak
D6544,	Overcast,	Mild,	Normal,	Weak
D6545,	Rain,	Mild,	High,	Weak
D6546,	Rain,	Mild,	High,	Weak
D6547,	Sunny,	Mild,	High,	Strong
D6548,	Sunny,	Hot,	High,	Strong
D6549,	Overcast,	Hot,	High,	Strong
D6550,	Overcast,	Hot,	High,	Strong
D6551,	Rain,	Hot,	High,	Strong
D6552,	Rain,	Mild,	High,	Weak
D6553,	Overcast,	Hot,	Normal,	Strong
D6554,	Rain,	Cool,	Normal,	Weak
D6555,	Overcast,	Mild,	Normal,	Strong
D6556,	Overcast,	Mild,	High,	Strong
D6557,	Sunny,	Hot,	High,	Weak
D6558,	Overcast,	Cool,	High,	Strong
D6559,	Overcast,	Mild,	High,	Strong
D6560,	Overcast,	Mild,	Normal,	Strong
D6561,	Sunny,	Mild,	Normal,	Strong
D6562,	Sunny,	Hot,	Normal,	Weak
D6563,	Rain,	Hot,	High,	Strong
D6564,	Overcast,	Mild,	High,	Strong
D6565,	Rain,	Hot,	Normal,	Strong
D6566,	Sunny,	Cool,	High,	Strong
D6567,	Overcast,	Mild,	High,	Strong
D6568,	Rain,	Mild,	High,	Strong
D6569,	Overcast,	Hot,	Normal,	Weak
D6570,	Rain,	Cool,	Normal,	Strong
D6571,	Overcast,	Mild,	Normal,	Strong
D6572,	Overcast,	Cool,	Normal,	Strong
D6573,	Rain,	Mild,	Normal,	Weak
D6574,	Sunny,	Cool,	Normal,	Strong
D6575,	Sunny,	Mild,	High,	Weak
D6576,	Sunny,	Cool,	Normal,	Strong
D6577,	Rain,	Hot,	High,	Strong
D6578,	Rain,	Hot,	Normal,	Weak
D6579,	Overcast,	Hot,	Normal,	Weak
D6580,	Overcast,	Cool,	High,	Weak
D6581,	Overcast,	Mild,	Normal,	Weak
D6582,	Rain,	Hot,	Normal,	Strong
D6583,	Overcast,	Hot,	High,	Weak
D6584,	Sunny,	Hot,	Normal,	Weak
D6585,	Overcast,	Cool,	Normal,	Strong
D6586,	Rain,	Cool,	High,	Weak
D6587,	Overcast,	Cool,	High,	Strong
D6588,	Overcast,	Cool,	High,	Strong
D6589,	Sunny,	Mild,	Normal,	Weak
D6590,	Overcast,	Cool,	Normal,	Weak
D6591,	Sunny,	Mild,	High,	Strong
D6592,	Sunny,	Hot,	Normal,	Strong
D6593,	Sunny,	Hot,	High,	Strong
D6594,	Rain,	Hot,	Normal,	Strong
D6595,	Rain,	Hot,	High,	Weak
D6596,	Sunny,	Cool,	Normal,	Weak
D6597,	Sunny,	Mild,	High,	Weak
D6598,	Rain,	Cool,	Normal,	Strong
D6599,	Rain,	Mild,	Normal,	Weak
D6600,	Overcast,	Mild,	Normal,	Weak
D6601,	Rain,	Hot,	Normal,	Weak
D6602,	Overcast,	Mild,	Normal,	Strong
D6603,	Overcast,	Mild,	Normal,	Weak
D6604,	Sunny,	Hot,	Normal,	Weak
D6605,	Sunny,	Cool,	High,	Strong
D6606,	Rain,	Cool,	High,	Weak
D6607,	Sunny,	Mild,	High,	Weak
D6608,	Rain,	Mild,	Normal,	Strong
D6609,	Overcast,	Cool,	High,	Strong
D6610,	Rain,	Mild,	Normal,	Weak
D6611,	Overcast,	Cool,	Normal,	Strong
D6612,	Overcast,	Mild,	High,	Weak
D6613,	Sunny,	Mild,	Normal,	Strong
D6614,	Rain,	Cool,	High,	Weak
D6615,	Rain,	Mild,	High,	Strong
D6616,	Sunny,	Cool,	Normal,	Weak
D6617,	Rain,	Hot,	Normal,	Strong
D6618,	Sunny,	Hot,	Normal,	Strong
D6619,	Sunny,	Mild,	Normal,	Strong
D6620,	Overcast,	Cool,	Normal,	Strong
D6621,	Rain,	Hot,	High,	Weak
D6622,	Overcast,	Cool,	Normal,	Weak
D6623,	Overcast,	Cool,	Normal,	Weak
D6624,	Overcast,	Hot,	Normal,	Strong
D6625,	Rain,	Mild,	Normal,	Strong
D6626,	Sunny,	Hot,	Normal,	Strong
D6627,	Rain,	Hot,	Normal,	Weak
D6628,	Overcast,	Hot,	High,	Strong
D6629,	Rain,	Cool,	High,	Strong
D6630,	Rain,	Hot,	High,	Weak
D6631,	Sunny,	Hot,	Normal,	Strong
D6632,	Rain,	Cool,	Normal,	Strong
D6633,	Sunny,	Hot,	Normal,	Strong
D6634,	Overcast,	Hot,	High,	Weak
D6635,	Sunny,	Hot,	Normal,	Weak
D6636,	Rain,	Hot,	High,	Strong
D6637,	Overcast,	Cool,	High,	Weak
D6638,	Sunny,	Mild,	Normal,	Strong
D6639,	Rain,	Mild,	High,	Weak
D6640,	Rain,	Cool,	Normal,	Weak
D6641,	Overcast,	Cool,	High,	Weak
D6642,	Rain,	Mild,	Normal,	Strong
D6643,	Overcast,	Cool,	High,	Weak
D6644,	Sunny,	Mild,	Normal,	Weak
D6645,	Sunny,	Hot,	Normal,	Weak
D6646,	Sunny,	Mild,	Normal,	Strong
D6647,	Overcast,	Mild,	High,	Weak
D6648,	Rain,	Hot,	Normal,	Strong
D6649,	Sunny,	Mild,	Normal,	Weak
D6650,	Sunny,	Cool,	Normal,	Strong
D6651,	Sunny,	Mild,	Normal,	Weak
D6652,	Sunny,	Hot,	Normal,	Strong
D6653,	Overcast,	Mild,	Normal,	Strong
D6654,	Rain,	Cool,	High,	Weak
D6655,	Rain,	Cool,	High,	Strong
D6656,	Sunny,	Cool,	Normal,	Strong
D6657,	Overcast,	Cool,	High,	Weak
D6658,	Rain,	Cool,	High,	Weak
D6659,	Overcast,	Mild,	High,	Weak
D6660,	Sunny,	Cool,	High,	Weak
D6661,	Overcast,	Hot,	Normal,	Weak
D6662,	Sunny,	Mild,	High,	Weak
D6663,	Rain,	Cool,	Normal,	Strong
D6664,	Rain,	Mild,	Normal,	Strong
D6665,	Sunny,	Hot,	Normal,	Weak
D6666,	Overcast,	Hot,	Normal,	Weak
D6667,	Rain,	Mild,	Normal,	Weak
D6668,	Sunny,	Cool,	Normal,	Weak
D6669,	Overcast,	Mild,	High,	Weak
D6670,	Sunny,	Hot,	High,	Weak
D6671,	Sunny,	Cool,	High,	Strong
D6672,	Overcast,	Hot,	Normal,	Strong
D6673,	Overcast,	Cool,	High,	Strong
D6674,	Rain,	Hot,	High,	Weak
D6675,	Overcast,	Hot,	Normal,	Strong
D6676,	Overcast,	Cool,	High,	Weak
D6677,	Rain,	Mild,	High,	Weak
D6678,	Sunny,	Cool,	High,	Weak
D6679,	Rain,	Mild,	High,	Weak
D6680,	Rain,	Cool,	High,	Strong
D6681,	Rain,	Hot,	High,	Strong
D6682,	Rain,	Mild,	High,	Weak
D6683,	Rain,	Mild,	Normal,	Weak
D6684,	Sunny,	Mild,	Normal,	Weak
D6685,	Rain,	Mild,	Normal,	Weak
D6686,	Rain,	Cool,	High,	Weak
D6687,	Overcast,	Mild,	Normal,	Weak
D6688,	Overcast,	Hot,	High,	Strong
D6689,	Overcast,	Hot,	High,	Weak
D6690,	Overcast,	Hot,	High,	Strong
D6691,	Rain,	Cool,	Normal,	Strong
D6692,	Overcast,	Hot,	Normal,	Weak
D6693,	Rain,	Hot,	High,	Strong
D6694,	Sunny,	Mild,	High,	Weak
D6695,	Overcast,	Mild,	Normal,	Weak
D6696,	Overcast,	Hot,	Normal,	Weak
D6697,	Sunny,	Cool,	Normal,	Weak
D6698,	Rain,	Mild,	Normal,	Strong
D6699,	Overcast,	Hot,	Normal,	Strong
D6700,	Rain,	Mild,	Normal,	Strong
D6701,	Rain,	Mild,	High,	Strong
D6702,	Overcast,	Mild,	Normal,	Weak
D6703,	Overcast,	Hot,	Normal,	Strong
D6704,	Sunny,	Mild,	High,	Strong
D6705,	Overcast,	Cool,	High,	Weak
D6706,	Rain,	Hot,	High,	Strong
D6707,	Sunny,	Hot,	High,	Weak
D6708,	Sunny,	Cool,	Normal,	Strong
D6709,	Overcast,	Cool,	High,	Weak
D6710,	Overcast,	Hot,	Normal,	Strong
D6711,	Overcast,	Cool,	Normal,	Weak
D6712,	Sunny,	Mild,	High,	Strong
D6713,	Overcast,	Hot,	Normal,	Weak
D6714,	Rain,	Cool,	Normal,	Strong
D6715,	Sunny,	Hot,	High,	Strong
D6716,	Sunny,	Hot,	High,	Weak
D6717,	Rain,	Cool,	Normal,	Strong
D6718,	Overcast,	Mild,	High,	Weak
D6719,	Sunny,	Cool,	Normal,	Weak
D6720,	Sunny,	Hot,	Normal,	Strong
D6721,	Overcast,	Cool,	High,	Weak
D6722,	Sunny,	Cool,	Normal,	Weak
D6723,	Rain,	Mild,	Normal,	Weak
D6724,	Sunny,	Cool,	High,	Strong
D6725,	Rain,	Hot,	High,	Strong
D6726,	Sunny,	Hot,	Normal,	Strong
D6727,	Sunny,	Cool,	High,	Weak
D6728,	Overcast,	Cool,	High,	Strong
D6729,	Sunny,	Mild,	High,	Weak
D6730,	Rain,	Hot,	High,	Strong
D6731,	Overcast,	Mild,	Normal,	Weak
D6732,	Overcast,	Hot,	High,	Weak
D6733,	Rain,	Cool,	High,	Weak
D6734,	Sunny,	Cool,	Normal,	Weak
D6735,	Sunny,	Cool,	High,	Weak
D6736,	Rain,	Mild,	Normal,	Strong
D6737,	Overcast,	Cool,	High,	Weak
D6738,	Rain,	Hot,	Normal,	Weak
D6739,	Overcast,	Mild,	Normal,	Strong
D6740,	Rain,	Hot,	Normal,	Weak
D6741,	Rain,	Mild,	Normal,	Strong
D6742,	Overcast,	Mild,	High,	Strong
D6743,	Overcast,	Cool,	High,	Strong
D6744,	Overcast,	Hot,	Normal,	Weak
D6745,	Overcast,	Mild,	High,	Strong
D6746,	Sunny,	Cool,	Normal,	Strong
D6747,	Overcast,	Cool,	High,	Weak
D6748,	Overcast,	Mild,	High,	Weak
D6749,	Overcast,	Cool,	Normal,	Strong
D6750,	Rain,	Mild,	Normal,	Weak
D6751,	Sunny,	Hot,	Normal,	Strong
D6752,	Sunny,	Hot,	High,	Weak
D6753,	Sunny,	Mild,	Normal,	Weak
D6754,	Overcast,	Hot,	High,	Weak
D6755,	Sunny,	Cool,	Normal,	Weak
D6756,	Rain,	Cool,	High,	Strong
D6757,	Sunny,	Cool,	High,	Strong
D6758,	Overcast,	Cool,	Normal,	Strong
D6759,	Sunny,	Hot,	High,	Strong
D6760,	Rain,	Mild,	High,	Strong
D6761,	Overcast,	Hot,	High,	Strong
D6762,	Sunny,	Cool,	High,	Strong
D6763,	Sunny,	Cool,	High,	Weak
D6764,	Sunny,	Cool,	High,	Strong
D6765,	Rain,	Mild,	Normal,	Strong
D6766,	Rain,	Mild,	Normal,	Weak
D6767,	Sunny,	Hot,	High,	Strong
D6768,	Rain,	Cool,	High,	Strong
D6769,	Sunny,	Mild,	Normal,	Weak
D6770,	Overcast,	Mild,	High,	Weak
D6771,	Rain,	Cool,	High,	Weak
D6772,	Sunny,	Mild,	High,	Strong
D6773,	Rain,	Cool,	High,	Strong
D6774,	Overcast,	Hot,	High,	Weak
D6775,	Overcast,	Cool,	High,	Strong
D6776,	Sunny,	Mild,	Normal,	Strong
D6777,	Rain,	Cool,	High,	Strong
D6778,	Sunny,	Cool,	Normal,	Weak
D6779,	Sunny,	Hot,	High,	Weak
D6780,	Overcast,	Cool,	Normal,	Weak
D6781,	Overcast,	Mild,	High,	Strong
D6782,	Overcast,	Hot,	Normal,	Strong
D6783,	Rain,	Cool,	Normal,	Strong
D6784,	Rain,	Mild,	High,	Weak
D6785,	Overcast,	Hot,	High,	Strong
D6786,	Overcast,	Hot,	Normal,	Weak
D6787,	Sunny,	Hot,	High,	Strong
D6788,	Rain,	Hot,	High,	Strong
D6789,	Sunny,	Hot,	Normal,	Strong
D6790,	Rain,	Mild,	Normal,	Strong
D6791,	Rain,	Hot,	High,	Weak
D6792,	Rain,	Cool,	High,	Strong
D6793,	Sunny,	Cool,	High,	Weak
D6794,	Rain,	Cool,	High,	Strong
D6795,	Rain,	Cool,	High,	Strong
D6796,	Sunny,	Hot,	High,	Strong
D6797,	Overcast,	Cool,	High,	Weak
D6798,	Rain,	Cool,	High,	Weak
D6799,	Rain,	Mild,	High,	Strong
D6800,	Sunny,	Mild,	High,	Strong
D6801,	Rain,	Mild,	High,	Strong
D6802,	Sunny,	Hot,	High,	Weak
D6803,	Sunny,	Cool,	High,	Weak
D6804,	Sunny,	Hot,	Normal,	Strong
D6805,	Sunny,	Cool,	Normal,	Strong
D6806,	Overcast,	Mild,	Normal,	Strong
D6807,	Rain,	Hot,	High,	Weak
D6808,	Rain,	Hot,	Normal,	Weak
D6809,	Overcast,	Hot,	Normal,	Strong
D6810,	Rain,	Hot,	High,	Weak
D6811,	Rain,	Hot,	High,	Weak
D6812,	Rain,	Cool,	High,	Strong
D6813,	Sunny,	Hot,	Normal,	Weak
D6814,	Rain,	Mild,	Normal,	Strong
D6815,	Overcast,	Hot,	Normal,	Strong
D6816,	Overcast,	Cool,	Normal,	Weak
D6817,	Rain,	Mild,	High,	Weak
D6818,	Rain,	Mild,	High,	Strong
D6819,	Overcast,	Hot,	Normal,	Strong
D6820,	Rain,	Cool,	High,	Weak
D6821,	Rain,	Hot,	Normal,	Weak
D6822,	Rain,	Cool,	Normal,	Weak
D6823,	Rain,	Mild,	High,	Weak
D6824,	Overcast,	Cool,	Normal,	Weak
D6825,	Overcast,	Hot,	High,	Strong
D6826,	Overcast,	Hot,	Normal,	Weak
D6827,	Sunny,	Hot,	Normal,	Weak
D6828,	Overcast,	Cool,	Normal,	Strong
D6829,	Sunny,	Cool,	Normal,	Weak
D6830,	Overcast,	Hot,	High,	Weak
D6831,	Rain,	Hot,	Normal,	Weak
D6832,	Overcast,	Cool,	Normal,	Strong
D6833,	Sunny,	Hot,	Normal,	Weak
D6834,	Rain,	Hot,	Normal,	Strong
D6835,	Rain,	Mild,	Normal,	Weak
D6836,	Sunny,	Cool,	Normal,	Strong
D6837,	Rain,	Hot,	High,	Strong
D6838,	Sunny,	Cool,	High,	Weak
D6839,	Overcast,	Cool,	High,	Weak
D6840,	Overcast,	Mild,	High,	Weak
D6841,	Rain,	Mild,	High,	Strong
D6842,	Rain,	Hot,	Normal,	Strong
D6843,	Sunny,	Cool,	Normal,	Strong
D6844,	Overcast,	Hot,	Normal,	Strong
D6845,	Sunny,	Mild,	Normal,	Strong
D6846,	Sunny,	Cool,	High,	Weak
D6847,	Overcast,	Mild,	High,	Strong
D6848,	Overcast,	Hot,	Normal,	Strong
D6849,	Overcast,	Cool,	High,	Weak
D6850,	Sunny,	Cool,	High,	Strong
D6851,	Sunny,	Mild,	Normal,	Strong
D6852,	Rain,	Mild,	High,	Weak
D6853,	Sunny,	Mild,	High,	Weak
D6854,	Sunny,	Cool,	High,	Strong
D6855,	Rain,	Mild,	High,	Weak
D6856,	Overcast,	Cool,	Normal,	Weak
D6857,	Sunny,	Mild,	Normal,	Weak
D6858,	Sunny,	Mild,	Normal,	Strong
D6859,	Rain,	Cool,	High,	Weak
D6860,	Overcast,	Hot,	High,	Strong
D6861,	Sunny,	Cool,	Normal,	Weak
D6862,	Rain,	Cool,	Normal,	Weak
D6863,	Overcast,	Mild,	High,	Weak
D6864,	Sunny,	Mild,	Normal,	Weak
D6865,	Rain,	Mild,	High,	Weak
D6866,	Rain,	Hot,	Normal,	Weak
D6867,	Rain,	Cool,	High,	Strong
D6868,	Overcast,	Hot,	Normal,	Weak
D6869,	Sunny,	Mild,	Normal,	Weak
D6870,	Overcast,	Cool,	High,	Weak
D6871,	Overcast,	Mild,	High,	Weak
D6872,	Sunny,	Mild,	High,	Weak
D6873,	Rain,	Cool,	Normal,	Strong
D6874,	Rain,	Cool,	Normal,	Weak
D6875,	Overcast,	Mild,	High,	Weak
D6876,	Overcast,	Cool,	High,	Strong
D6877,	Sunny,	Cool,	High,	Strong
D6878,	Sunny,	Hot,	Normal,	Weak
D6879,	Overcast,	Mild,	High,	Strong
D6880,	Rain,	Mild,	Normal,	Weak
D6881,	Sunny,	Hot,	High,	Weak
D6882,	Sunny,	Mild,	High,	Strong
D6883,	Rain,	Cool,	Normal,	Strong
D6884,	Sunny,	Mild,	High,	Strong
D6885,	Overcast,	Hot,	High,	Strong
D6886,	Rain,	Cool,	High,	Strong
D6887,	Sunny,	Cool,	Normal,	Strong
D6888,	Sunny,	Hot,	High,	Strong
D6889,	Rain,	Cool,	Normal,	Strong
D6890,	Sunny,	Hot,	High,	Weak
D6891,	Rain,	Hot,	Normal,	Strong
D6892,	Sunny,	Mild,	Normal,	Weak
D6893,	Overcast,	Mild,	High,	Strong
D6894,	Sunny,	Mild,	Normal,	Weak
D6895,	Overcast,	Cool,	High,	Strong
D6896,	Sunny,	Cool,	Normal,	Strong
D6897,	Sunny,	Mild,	High,	Weak
D6898,	Rain,	Cool,	Normal,	Strong
D6899,	Rain,	Hot,	High,	Strong
D6900,	Sunny,	Hot,	Normal,	Weak
D6901,	Rain,	Mild,	Normal,	Strong
D6902,	Overcast,	Cool,	Normal,	Weak
